,previous_qualification,previous_qualification_grade_,mother_s_qualification,father_s_qualification,mother_s_occupation,father_s_occupation,admission_grade,educational_special_needs,gender,age_at_enrollment,international,unemployment_rate,inflation_rate,gdp,target
302,1,117.0,38,37,9,9,113.5,0,0,21,0,10.8,1.4,1.74,Graduate
303,1,160.0,19,19,4,9,154.4,0,0,18,0,15.5,2.8,-4.06,Graduate
304,1,136.0,19,19,5,5,122.0,0,0,18,0,9.4,-0.8,-3.12,Dropout
305,1,143.0,1,11,4,3,128.0,0,0,19,0,9.4,-0.8,-3.12,Dropout
306,1,119.0,1,19,4,10,115.5,0,0,19,0,10.8,1.4,1.74,Enrolled
307,1,120.0,1,19,5,5,117.2,0,0,18,0,11.1,0.6,2.02,Graduate
308,3,150.0,3,1,90,90,150.0,0,0,34,0,12.7,3.7,-1.7,Dropout
309,1,142.0,11,11,90,90,155.3,0,0,19,0,7.6,2.6,0.32,Graduate
310,39,120.0,37,37,7,8,120.0,0,0,19,0,12.4,0.5,1.79,Dropout
311,1,160.0,3,19,2,1,116.1,0,0,26,0,11.1,0.6,2.02,Graduate
312,1,133.1,34,34,0,0,118.9,0,0,21,0,7.6,2.6,0.32,Dropout
313,1,142.0,19,19,4,8,127.3,0,0,18,0,11.1,0.6,2.02,Graduate
314,1,121.0,38,38,5,7,113.7,0,0,20,0,9.4,-0.8,-3.12,Graduate
315,1,135.0,1,1,4,4,118.5,0,0,25,0,11.1,0.6,2.02,Dropout
316,1,153.0,1,38,4,3,146.7,0,0,18,0,11.1,0.6,2.02,Graduate
317,1,140.0,19,19,3,6,124.3,0,0,18,0,16.2,0.3,-0.92,Graduate
318,1,152.0,41,19,3,5,137.8,0,0,19,0,11.1,0.6,2.02,Graduate
319,1,120.0,19,38,5,9,130.2,0,0,18,0,12.4,0.5,1.79,Graduate
320,1,160.0,38,38,7,7,147.8,0,0,20,0,15.5,2.8,-4.06,Enrolled
321,40,150.0,19,19,9,5,150.0,0,0,26,0,8.9,1.4,3.51,Dropout
322,1,100.0,37,37,7,9,100.0,0,0,19,0,10.8,1.4,1.74,Graduate
323,1,150.0,1,1,5,1,155.6,0,0,19,0,16.2,0.3,-0.92,Graduate
324,1,124.0,37,37,9,9,117.4,0,0,19,0,7.6,2.6,0.32,Graduate
325,1,141.0,1,19,7,5,128.8,0,0,19,0,7.6,2.6,0.32,Enrolled
326,1,121.0,19,19,5,8,117.5,0,0,18,0,16.2,0.3,-0.92,Graduate
327,6,134.0,1,37,9,9,120.4,0,0,19,0,7.6,2.6,0.32,Graduate
328,1,134.0,1,1,9,6,130.9,0,0,18,0,13.9,-0.3,0.79,Graduate
329,1,132.0,2,19,4,4,125.0,0,0,18,0,9.4,-0.8,-3.12,Enrolled
330,1,135.0,19,38,9,5,136.8,0,0,18,0,9.4,-0.8,-3.12,Enrolled
331,1,123.0,1,38,9,6,121.6,0,0,18,0,11.1,0.6,2.02,Enrolled
332,39,151.0,19,37,4,7,151.0,0,0,26,0,16.2,0.3,-0.92,Dropout
333,1,107.0,38,38,7,7,103.5,0,0,20,0,12.4,0.5,1.79,Graduate
334,1,126.0,37,38,9,10,119.4,0,0,19,0,12.7,3.7,-1.7,Graduate
335,1,133.0,34,37,4,9,134.4,0,0,18,0,9.4,-0.8,-3.12,Graduate
336,39,140.0,38,37,7,7,143.0,0,0,19,0,13.9,-0.3,0.79,Graduate
337,40,110.0,41,3,2,1,110.0,0,0,40,0,12.4,0.5,1.79,Graduate
338,1,141.0,38,38,7,7,132.5,0,0,18,0,9.4,-0.8,-3.12,Graduate
339,1,122.0,3,1,9,10,114.7,0,0,19,0,13.9,-0.3,0.79,Graduate
340,1,156.0,2,9,3,5,166.9,0,0,18,0,7.6,2.6,0.32,Graduate
341,1,129.0,1,2,3,1,125.9,0,0,19,0,9.4,-0.8,-3.12,Enrolled
342,1,188.0,3,3,2,2,178.3,0,0,18,0,15.5,2.8,-4.06,Dropout
343,1,120.0,37,37,9,9,117.0,0,0,33,0,12.4,0.5,1.79,Graduate
344,3,130.0,3,3,1,2,150.0,0,0,35,0,16.2,0.3,-0.92,Graduate
345,1,130.0,37,38,9,1,130.0,0,0,26,0,9.4,-0.8,-3.12,Enrolled
346,1,140.0,19,19,7,5,135.1,0,0,18,0,9.4,-0.8,-3.12,Graduate
347,1,110.0,37,37,9,9,110.0,0,0,36,0,15.5,2.8,-4.06,Enrolled
348,1,133.1,37,37,6,6,136.2,0,0,39,0,10.8,1.4,1.74,Graduate
349,1,120.0,37,37,9,9,116.0,0,0,44,0,12.7,3.7,-1.7,Graduate
350,1,96.0,3,1,3,9,100.0,0,0,20,0,9.4,-0.8,-3.12,Enrolled
351,1,117.0,19,19,9,9,116.3,0,0,24,0,12.7,3.7,-1.7,Dropout
352,1,123.0,19,19,9,8,134.0,0,0,20,0,12.4,0.5,1.79,Graduate
353,1,127.0,1,1,9,5,124.2,0,0,19,0,9.4,-0.8,-3.12,Dropout
354,1,151.0,37,38,9,7,134.5,0,0,18,0,7.6,2.6,0.32,Graduate
355,1,127.0,19,19,4,6,120.7,0,0,22,0,10.8,1.4,1.74,Dropout
356,1,133.0,19,1,4,5,127.1,0,0,18,0,11.1,0.6,2.02,Graduate
357,19,133.1,38,37,9,9,133.0,0,0,24,0,13.9,-0.3,0.79,Graduate
358,1,133.1,37,37,90,8,128.2,0,0,33,0,12.7,3.7,-1.7,Dropout
359,1,133.1,37,37,3,8,130.0,0,0,30,0,11.1,0.6,2.02,Enrolled
360,43,160.0,3,39,2,3,172.0,0,0,26,0,8.9,1.4,3.51,Dropout
361,1,140.0,19,38,4,1,128.5,0,0,18,0,10.8,1.4,1.74,Graduate
362,1,146.0,37,38,9,7,128.5,0,0,19,0,10.8,1.4,1.74,Dropout
363,1,112.0,19,38,9,10,112.0,0,0,20,0,16.2,0.3,-0.92,Enrolled
364,42,140.0,19,37,9,8,142.5,0,0,22,0,8.9,1.4,3.51,Graduate
365,1,136.0,1,1,9,1,133.0,0,0,19,0,7.6,2.6,0.32,Enrolled
366,1,133.1,37,38,7,5,106.0,0,0,21,0,15.5,2.8,-4.06,Graduate
367,1,136.0,19,38,4,8,125.5,0,0,21,0,7.6,2.6,0.32,Graduate
368,1,134.0,19,37,2,7,131.2,0,0,19,0,7.6,2.6,0.32,Enrolled
369,1,122.0,38,37,191,195,112.9,0,0,19,0,8.9,1.4,3.51,Graduate
370,1,138.0,19,19,9,5,124.8,0,0,18,0,12.7,3.7,-1.7,Dropout
371,1,160.0,37,39,9,4,140.9,0,0,50,0,16.2,0.3,-0.92,Graduate
372,1,130.0,38,19,9,7,148.0,0,0,31,0,13.9,-0.3,0.79,Enrolled
373,1,161.0,1,19,4,7,148.4,0,0,19,0,15.5,2.8,-4.06,Graduate
374,1,140.0,1,37,141,192,129.7,0,0,35,0,13.9,-0.3,0.79,Graduate
375,19,133.1,38,38,4,7,128.2,0,0,31,0,12.7,3.7,-1.7,Dropout
376,19,133.1,37,37,9,9,104.0,0,0,42,0,11.1,0.6,2.02,Enrolled
377,1,130.0,37,37,9,9,119.9,0,0,34,0,9.4,-0.8,-3.12,Dropout
378,1,152.0,1,1,4,4,141.0,0,0,18,0,12.4,0.5,1.79,Graduate
379,1,125.0,3,3,3,3,116.6,0,0,18,0,8.9,1.4,3.51,Enrolled
380,39,140.0,37,38,5,6,140.0,0,0,21,0,16.2,0.3,-0.92,Enrolled
381,19,133.1,38,19,5,7,140.0,0,0,26,0,16.2,0.3,-0.92,Dropout
382,1,170.0,19,37,8,8,100.0,0,0,20,0,13.9,-0.3,0.79,Enrolled
383,1,135.0,38,38,5,7,121.0,0,0,19,0,7.6,2.6,0.32,Enrolled
384,1,125.0,19,19,5,5,117.0,0,0,19,0,15.5,2.8,-4.06,Graduate
385,42,140.0,3,4,2,1,140.2,0,0,20,0,8.9,1.4,3.51,Graduate
386,1,124.0,34,34,0,0,129.3,0,0,19,0,7.6,2.6,0.32,Graduate
387,1,140.0,37,37,9,9,145.3,0,0,18,0,7.6,2.6,0.32,Graduate
388,3,130.0,37,37,9,9,146.2,0,0,28,0,10.8,1.4,1.74,Graduate
389,1,134.0,1,19,4,5,122.5,0,0,22,0,15.5,2.8,-4.06,Enrolled
390,39,160.0,37,37,7,7,156.1,0,0,21,0,13.9,-0.3,0.79,Graduate
391,39,140.0,4,38,4,5,140.0,0,0,21,0,12.4,0.5,1.79,Enrolled
392,1,150.0,1,19,5,3,140.0,1,0,26,0,16.2,0.3,-0.92,Enrolled
393,1,141.0,30,37,7,7,128.4,0,0,18,0,7.6,2.6,0.32,Dropout
394,1,120.0,1,1,9,10,115.0,0,0,20,0,7.6,2.6,0.32,Dropout
395,1,166.0,1,19,4,3,158.7,0,0,18,0,11.1,0.6,2.02,Graduate
396,1,147.0,1,1,4,9,124.5,0,0,19,0,10.8,1.4,1.74,Graduate
397,1,121.0,3,19,3,10,111.9,0,0,20,0,12.4,0.5,1.79,Graduate
398,39,150.0,38,37,4,6,150.0,0,0,22,0,13.9,-0.3,0.79,Graduate
399,1,124.0,37,19,5,8,114.2,0,0,18,0,10.8,1.4,1.74,Dropout
400,1,96.0,38,37,6,4,96.0,0,0,19,0,16.2,0.3,-0.92,Dropout
401,1,125.0,1,3,3,3,128.9,0,0,18,0,8.9,1.4,3.51,Enrolled
402,1,136.0,37,37,7,7,121.7,0,0,20,0,10.8,1.4,1.74,Enrolled
403,1,120.0,38,37,9,9,114.8,1,0,19,0,7.6,2.6,0.32,Enrolled
404,1,128.0,19,38,9,9,127.0,0,0,19,0,12.4,0.5,1.79,Enrolled
405,1,142.0,37,37,5,5,131.3,0,0,19,0,10.8,1.4,1.74,Graduate
406,1,135.0,1,19,3,9,137.1,0,0,18,0,12.7,3.7,-1.7,Graduate
407,40,120.0,1,19,3,9,120.0,0,0,21,0,13.9,-0.3,0.79,Graduate
408,40,140.0,1,19,9,9,139.0,0,0,27,0,8.9,1.4,3.51,Graduate
409,1,135.0,1,19,4,4,129.1,0,0,19,0,15.5,2.8,-4.06,Graduate
410,1,133.1,34,34,0,0,128.2,0,0,25,0,7.6,2.6,0.32,Dropout
411,1,137.0,19,19,7,7,120.8,0,0,18,0,10.8,1.4,1.74,Graduate
412,3,122.0,19,1,4,8,135.8,0,0,24,0,10.8,1.4,1.74,Graduate
413,1,128.0,1,1,4,10,118.9,0,0,20,0,13.9,-0.3,0.79,Graduate
414,40,140.0,37,37,6,6,140.0,0,0,26,0,12.4,0.5,1.79,Graduate
415,1,132.0,1,38,9,7,127.1,0,0,20,0,8.9,1.4,3.51,Graduate
416,1,131.0,37,37,90,90,137.0,0,0,18,0,7.6,2.6,0.32,Graduate
417,1,126.0,1,1,9,9,127.4,0,0,19,0,15.5,2.8,-4.06,Graduate
418,1,133.1,19,19,9,9,97.0,0,0,23,0,12.7,3.7,-1.7,Dropout
419,1,136.0,37,37,9,9,126.3,0,0,18,0,7.6,2.6,0.32,Graduate
420,1,140.0,1,19,4,5,127.5,0,0,18,0,12.7,3.7,-1.7,Dropout
421,1,135.0,2,1,2,8,126.6,0,0,19,0,11.1,0.6,2.02,Graduate
422,1,160.0,1,2,4,3,120.0,0,0,30,0,7.6,2.6,0.32,Graduate
423,39,140.0,1,2,4,6,140.0,0,0,29,0,15.5,2.8,-4.06,Dropout
424,1,140.0,3,1,3,3,131.5,0,0,19,0,9.4,-0.8,-3.12,Graduate
425,1,115.0,19,2,5,3,112.2,0,0,20,0,12.4,0.5,1.79,Graduate
426,1,144.0,37,37,9,3,150.5,0,0,20,0,7.6,2.6,0.32,Graduate
427,1,128.0,38,38,3,7,121.0,0,0,19,0,11.1,0.6,2.02,Graduate
428,1,116.0,38,2,9,2,112.2,0,0,20,0,10.8,1.4,1.74,Enrolled
429,1,135.0,19,1,4,4,129.4,0,0,21,0,10.8,1.4,1.74,Dropout
430,1,121.0,19,38,4,10,114.4,0,0,19,0,11.1,0.6,2.02,Graduate
431,1,134.0,37,38,9,9,120.3,0,0,18,0,10.8,1.4,1.74,Graduate
432,1,120.0,37,37,7,8,120.0,0,0,27,0,15.5,2.8,-4.06,Graduate
433,1,125.0,38,38,6,8,114.5,0,0,19,0,12.4,0.5,1.79,Graduate
434,1,141.0,1,1,90,3,127.8,0,0,19,0,7.6,2.6,0.32,Dropout
435,1,140.0,1,19,4,8,124.6,0,0,19,0,15.5,2.8,-4.06,Graduate
436,1,144.0,19,19,5,5,130.3,0,0,18,0,12.7,3.7,-1.7,Graduate
437,1,122.0,19,19,5,5,118.2,0,0,20,0,12.4,0.5,1.79,Enrolled
438,1,130.0,19,37,4,5,118.8,0,0,18,0,12.7,3.7,-1.7,Graduate
439,1,133.1,9,1,2,4,133.0,0,0,19,0,7.6,2.6,0.32,Dropout
440,19,133.1,37,37,9,9,129.0,0,0,36,0,7.6,2.6,0.32,Graduate
441,1,147.0,3,4,3,2,100.0,0,0,18,0,10.8,1.4,1.74,Enrolled
442,1,127.0,19,38,4,5,120.7,0,0,18,0,12.7,3.7,-1.7,Enrolled
443,1,136.0,19,38,9,3,132.5,0,0,19,0,12.7,3.7,-1.7,Graduate
444,1,127.0,19,19,7,8,120.3,0,0,18,0,10.8,1.4,1.74,Graduate
445,1,123.0,19,19,1,1,114.6,0,0,18,0,9.4,-0.8,-3.12,Graduate
446,1,128.0,37,19,9,3,116.5,0,0,19,0,12.4,0.5,1.79,Graduate
447,1,128.0,3,1,2,1,127.8,0,0,19,0,13.9,-0.3,0.79,Graduate
448,1,140.0,1,19,7,7,129.9,0,0,18,0,15.5,2.8,-4.06,Dropout
449,1,121.0,1,19,9,7,118.9,0,0,20,0,11.1,0.6,2.02,Graduate
450,1,122.0,19,38,3,10,114.3,0,0,20,0,12.4,0.5,1.79,Enrolled
451,1,126.0,38,37,5,5,114.8,0,0,20,0,10.8,1.4,1.74,Graduate
452,1,135.0,37,37,9,8,123.0,0,0,18,0,10.8,1.4,1.74,Graduate
453,1,131.0,19,19,7,5,122.1,0,0,18,0,15.5,2.8,-4.06,Graduate
454,1,140.0,19,37,4,7,123.7,0,0,19,0,9.4,-0.8,-3.12,Graduate
455,1,131.0,19,38,9,7,132.4,0,0,19,0,9.4,-0.8,-3.12,Enrolled
456,1,130.0,34,34,99,99,114.8,0,0,44,0,7.6,2.6,0.32,Graduate
457,3,130.0,38,37,5,6,130.0,0,0,32,0,12.4,0.5,1.79,Dropout
458,1,140.0,37,19,9,8,122.3,0,0,22,0,12.7,3.7,-1.7,Dropout
459,1,130.0,1,19,4,9,152.4,0,0,36,0,8.9,1.4,3.51,Graduate
460,1,125.0,37,37,5,7,120.1,0,0,18,0,16.2,0.3,-0.92,Graduate
461,1,160.0,3,3,3,2,155.1,0,0,20,0,12.7,3.7,-1.7,Graduate
462,1,130.0,19,19,5,7,124.5,0,0,20,0,11.1,0.6,2.02,Graduate
463,1,144.0,3,1,2,3,126.9,0,0,19,0,15.5,2.8,-4.06,Graduate
464,19,133.1,3,1,3,5,153.2,0,0,24,0,12.4,0.5,1.79,Graduate
465,1,148.0,1,1,4,9,129.8,0,0,20,0,15.5,2.8,-4.06,Enrolled
466,1,133.1,3,3,2,3,135.0,0,0,27,0,10.8,1.4,1.74,Dropout
467,1,133.0,1,38,5,10,131.3,0,0,20,0,15.5,2.8,-4.06,Enrolled
468,1,129.0,34,34,0,0,125.2,0,0,23,0,9.4,-0.8,-3.12,Graduate
469,1,144.0,19,38,4,8,141.3,0,0,18,0,9.4,-0.8,-3.12,Graduate
470,1,120.0,37,37,4,9,117.1,0,0,18,0,12.7,3.7,-1.7,Graduate
471,1,144.0,1,37,9,9,126.5,0,0,20,0,10.8,1.4,1.74,Graduate
472,1,132.0,19,38,9,7,120.1,0,0,20,0,13.9,-0.3,0.79,Graduate
473,1,142.0,38,19,7,10,128.4,0,0,23,0,11.1,0.6,2.02,Dropout
474,1,136.0,19,19,9,9,140.0,0,0,20,0,7.6,2.6,0.32,Graduate
475,9,133.1,34,34,0,0,110.0,0,0,28,0,7.6,2.6,0.32,Dropout
476,1,122.0,1,19,3,5,116.8,0,0,21,0,7.6,2.6,0.32,Graduate
477,1,133.1,19,19,9,9,104.5,0,0,21,0,12.4,0.5,1.79,Dropout
478,3,140.0,34,34,0,0,140.0,0,0,28,0,7.6,2.6,0.32,Dropout
479,1,117.0,3,1,3,3,113.2,1,0,18,0,16.2,0.3,-0.92,Graduate
480,1,128.0,38,19,191,175,118.6,0,0,21,0,8.9,1.4,3.51,Enrolled
481,1,136.0,1,1,4,4,123.8,0,0,19,0,13.9,-0.3,0.79,Graduate
482,1,141.0,1,19,1,1,126.7,0,0,18,0,12.7,3.7,-1.7,Graduate
483,1,130.0,3,1,2,5,133.8,0,0,19,0,7.6,2.6,0.32,Dropout
484,39,140.0,38,38,9,7,140.0,0,0,20,0,13.9,-0.3,0.79,Enrolled
485,1,102.0,1,19,9,5,100.6,0,0,20,0,12.4,0.5,1.79,Graduate
486,1,126.0,1,37,7,9,132.7,0,0,18,0,10.8,1.4,1.74,Graduate
487,1,125.0,38,19,4,3,106.6,0,0,20,0,10.8,1.4,1.74,Dropout
488,1,120.0,1,19,5,4,140.4,0,0,31,0,13.9,-0.3,0.79,Dropout
489,1,132.0,37,37,9,7,128.3,0,0,19,0,15.5,2.8,-4.06,Graduate
490,1,128.0,38,38,5,5,118.6,0,0,19,0,13.9,-0.3,0.79,Graduate
491,1,115.0,19,1,3,8,123.4,0,0,23,0,13.9,-0.3,0.79,Graduate
492,1,125.0,37,37,5,5,124.0,0,0,19,0,12.4,0.5,1.79,Graduate
493,1,137.0,1,3,3,2,121.3,0,0,20,0,7.6,2.6,0.32,Graduate
494,1,101.0,37,37,9,4,101.0,0,0,22,0,12.4,0.5,1.79,Enrolled
495,1,126.0,3,1,2,5,116.9,1,0,18,0,13.9,-0.3,0.79,Enrolled
496,3,130.0,19,37,90,5,130.0,0,0,27,0,12.7,3.7,-1.7,Dropout
497,19,100.0,37,38,9,9,120.0,0,0,29,0,12.7,3.7,-1.7,Dropout
498,1,122.0,1,19,4,3,130.4,0,0,18,0,11.1,0.6,2.02,Graduate
499,1,126.0,19,38,9,7,118.7,0,0,18,0,16.2,0.3,-0.92,Graduate
500,1,128.0,38,38,7,7,131.5,0,0,18,0,9.4,-0.8,-3.12,Graduate
501,1,134.0,37,38,9,9,120.4,0,0,20,0,9.4,-0.8,-3.12,Enrolled
502,1,128.0,38,38,9,9,129.1,0,0,18,0,11.1,0.6,2.02,Graduate
503,1,125.0,1,1,4,4,132.0,0,0,18,0,13.9,-0.3,0.79,Enrolled
504,3,130.0,3,3,1,1,130.0,0,0,28,0,10.8,1.4,1.74,Dropout
505,1,135.0,37,1,7,7,132.8,0,0,18,0,12.7,3.7,-1.7,Graduate
506,19,133.1,37,38,151,161,143.7,0,0,27,0,12.4,0.5,1.79,Enrolled
507,1,140.0,3,1,2,4,152.8,0,0,26,0,16.2,0.3,-0.92,Enrolled
508,1,138.0,19,1,9,3,133.5,0,0,18,0,12.7,3.7,-1.7,Graduate
509,1,150.0,5,5,2,2,146.2,0,0,18,0,9.4,-0.8,-3.12,Dropout
510,1,125.0,1,19,4,6,115.2,1,0,21,0,15.5,2.8,-4.06,Dropout
511,1,121.0,4,1,2,3,120.7,0,0,18,0,9.4,-0.8,-3.12,Enrolled
512,1,120.0,34,34,99,99,101.8,0,0,32,0,10.8,1.4,1.74,Dropout
513,1,140.0,34,34,0,0,100.0,0,0,28,0,7.6,2.6,0.32,Graduate
514,1,100.0,37,19,9,2,121.9,0,0,40,0,12.7,3.7,-1.7,Dropout
515,1,140.0,37,37,9,10,120.4,0,0,39,0,9.4,-0.8,-3.12,Dropout
516,1,140.0,37,37,9,10,120.4,0,0,39,0,9.4,-0.8,-3.12,Dropout
517,1,120.0,37,19,9,4,148.8,0,0,50,0,8.9,1.4,3.51,Graduate
518,1,138.0,1,1,9,4,123.0,0,0,23,0,10.8,1.4,1.74,Dropout
519,19,133.1,34,34,0,0,100.0,0,0,48,0,9.4,-0.8,-3.12,Dropout
520,1,118.0,37,37,9,9,112.1,0,0,23,0,7.6,2.6,0.32,Dropout
521,1,135.0,37,1,5,5,126.8,0,0,18,0,10.8,1.4,1.74,Graduate
522,1,130.0,3,19,2,9,115.9,0,0,18,0,9.4,-0.8,-3.12,Graduate
523,1,150.0,3,37,2,8,132.5,0,0,20,1,13.9,-0.3,0.79,Graduate
524,1,149.0,1,1,9,9,132.2,0,0,18,1,10.8,1.4,1.74,Graduate
525,1,180.0,5,3,1,1,183.5,0,0,18,1,16.2,0.3,-0.92,Dropout
526,1,133.1,1,1,9,3,136.0,0,1,31,0,16.2,0.3,-0.92,Dropout
527,19,133.1,19,19,5,3,100.9,0,1,24,0,10.8,1.4,1.74,Enrolled
528,1,145.0,3,1,2,10,114.5,0,1,24,0,9.4,-0.8,-3.12,Graduate
529,1,110.0,37,37,9,9,110.3,0,1,26,0,10.8,1.4,1.74,Dropout
530,1,154.0,3,3,2,2,137.2,0,1,18,0,16.2,0.3,-0.92,Dropout
531,1,126.0,37,37,4,7,116.9,0,1,19,0,12.7,3.7,-1.7,Enrolled
532,1,133.0,19,37,9,8,121.8,0,1,22,0,13.9,-0.3,0.79,Dropout
533,1,145.0,4,2,2,3,127.3,0,1,18,0,10.8,1.4,1.74,Graduate
534,39,120.0,1,19,4,7,120.0,0,1,20,0,16.2,0.3,-0.92,Dropout
535,39,150.0,4,4,2,2,150.0,0,1,25,0,15.5,2.8,-4.06,Graduate
536,1,150.0,3,3,4,4,100.0,0,1,24,0,13.9,-0.3,0.79,Graduate
537,1,150.0,3,3,4,4,150.0,0,1,27,0,8.9,1.4,3.51,Dropout
538,1,127.0,3,19,4,4,116.9,0,1,21,0,15.5,2.8,-4.06,Graduate
539,39,140.0,19,38,3,9,140.0,0,1,21,0,12.4,0.5,1.79,Graduate
540,1,128.0,19,1,9,9,122.1,0,1,19,0,10.8,1.4,1.74,Dropout
541,1,127.0,19,19,5,5,160.0,0,1,28,0,16.2,0.3,-0.92,Graduate
542,1,117.0,19,19,5,7,118.4,0,1,20,0,7.6,2.6,0.32,Enrolled
543,39,150.0,1,19,4,10,150.0,0,1,21,0,15.5,2.8,-4.06,Graduate
544,1,154.0,1,1,5,3,144.9,0,1,18,0,16.2,0.3,-0.92,Graduate
545,1,127.0,19,1,9,10,121.1,0,1,18,0,8.9,1.4,3.51,Enrolled
546,1,133.0,19,1,5,10,121.8,0,1,20,0,15.5,2.8,-4.06,Enrolled
547,40,120.0,1,1,5,10,146.8,0,1,25,0,16.2,0.3,-0.92,Enrolled
548,1,133.1,38,19,5,6,138.0,0,1,22,0,11.1,0.6,2.02,Enrolled
549,1,149.0,37,37,9,9,138.0,0,1,18,0,9.4,-0.8,-3.12,Enrolled
550,1,125.0,19,38,9,7,116.3,0,1,19,0,13.9,-0.3,0.79,Graduate
551,1,126.0,12,19,4,5,122.5,0,1,19,0,12.4,0.5,1.79,Dropout
552,19,133.1,19,1,7,9,115.0,0,1,25,0,12.7,3.7,-1.7,Dropout
553,1,115.0,12,12,1,10,115.0,0,1,21,0,15.5,2.8,-4.06,Dropout
554,1,117.0,1,2,3,2,119.8,0,1,19,0,11.1,0.6,2.02,Dropout
555,1,133.1,1,1,4,4,95.0,0,1,20,0,11.1,0.6,2.02,Dropout
556,39,150.0,3,2,2,2,150.0,0,1,25,0,15.5,2.8,-4.06,Dropout
557,1,130.0,19,1,7,4,117.8,0,1,20,0,10.8,1.4,1.74,Enrolled
558,1,161.0,37,37,9,9,144.2,0,1,18,0,7.6,2.6,0.32,Graduate
559,39,130.0,39,39,194,193,130.0,0,1,23,0,8.9,1.4,3.51,Enrolled
560,1,111.0,1,3,9,10,128.2,0,1,23,0,9.4,-0.8,-3.12,Graduate
561,42,140.0,3,38,141,151,135.3,0,1,21,0,8.9,1.4,3.51,Graduate
562,1,132.0,1,1,3,3,143.9,0,1,20,0,9.4,-0.8,-3.12,Enrolled
563,1,139.0,1,1,4,10,140.7,0,1,25,0,12.4,0.5,1.79,Dropout
564,1,132.0,19,38,9,9,130.4,0,1,18,0,8.9,1.4,3.51,Graduate
565,6,119.0,1,1,9,9,123.2,0,1,22,0,10.8,1.4,1.74,Graduate
566,1,133.1,19,19,3,9,118.0,0,1,27,0,8.9,1.4,3.51,Graduate
567,19,133.1,4,1,2,4,120.0,0,1,25,0,16.2,0.3,-0.92,Dropout
568,1,129.0,34,36,0,5,118.9,0,1,18,0,7.6,2.6,0.32,Dropout
569,1,128.0,38,19,8,8,117.2,0,1,20,0,12.7,3.7,-1.7,Graduate
570,1,120.0,3,4,2,2,120.0,0,1,27,0,16.2,0.3,-0.92,Graduate
571,1,130.0,1,1,9,9,118.1,0,1,20,0,7.6,2.6,0.32,Graduate
572,1,130.0,38,37,9,9,124.8,0,1,22,0,7.6,2.6,0.32,Dropout
573,1,111.0,19,3,5,10,106.5,0,1,19,0,12.4,0.5,1.79,Dropout
574,1,121.0,3,19,4,5,116.8,0,1,20,0,13.9,-0.3,0.79,Enrolled
575,1,117.0,19,12,9,10,109.3,0,1,19,0,9.4,-0.8,-3.12,Graduate
576,9,133.1,1,1,4,4,120.0,0,1,29,0,9.4,-0.8,-3.12,Dropout
577,1,149.0,3,1,9,9,137.5,0,1,19,0,12.7,3.7,-1.7,Graduate
578,1,172.0,19,37,9,8,150.0,0,0,28,0,9.4,-0.8,-3.12,Enrolled
579,1,134.0,37,37,5,5,120.4,0,0,20,0,7.6,2.6,0.32,Graduate
580,1,136.0,37,37,9,8,136.7,0,0,20,0,10.8,1.4,1.74,Graduate
581,1,133.1,34,5,0,1,118.5,0,0,31,0,7.6,2.6,0.32,Dropout
582,1,141.0,12,1,5,5,133.0,0,0,18,0,13.9,-0.3,0.79,Graduate
583,1,141.0,1,19,8,7,128.8,0,0,19,0,8.9,1.4,3.51,Enrolled
584,1,148.0,37,38,9,8,133.0,0,0,18,0,13.9,-0.3,0.79,Graduate
585,1,102.0,37,37,7,7,102.0,0,0,19,0,10.8,1.4,1.74,Graduate
586,1,143.0,1,19,3,3,133.9,0,0,18,0,12.7,3.7,-1.7,Graduate
587,1,120.0,38,19,90,90,127.0,0,0,19,0,7.6,2.6,0.32,Graduate
588,1,121.0,38,38,9,8,120.4,0,0,18,0,15.5,2.8,-4.06,Graduate
589,1,122.0,37,37,9,3,124.5,0,0,19,0,7.6,2.6,0.32,Graduate
590,1,122.0,37,1,5,4,123.9,0,0,19,0,13.9,-0.3,0.79,Graduate
591,1,123.0,19,1,9,3,117.8,0,0,18,0,10.8,1.4,1.74,Graduate
592,1,133.0,3,19,2,8,126.7,0,0,19,0,16.2,0.3,-0.92,Enrolled
593,39,110.0,37,1,9,4,110.0,0,0,20,0,11.1,0.6,2.02,Graduate
594,1,155.0,1,19,4,8,134.7,0,0,20,0,12.7,3.7,-1.7,Enrolled
595,1,119.0,37,37,4,6,113.2,0,0,20,0,11.1,0.6,2.02,Enrolled
596,3,120.0,37,37,9,9,141.0,0,0,29,0,10.8,1.4,1.74,Dropout
597,1,133.1,38,12,7,0,111.5,0,0,20,0,7.6,2.6,0.32,Dropout
598,1,143.0,37,1,9,10,140.0,0,0,31,0,8.9,1.4,3.51,Dropout
599,1,149.0,19,37,7,4,134.3,1,0,20,0,10.8,1.4,1.74,Graduate
600,1,133.0,38,37,9,9,125.3,0,0,21,0,15.5,2.8,-4.06,Graduate
601,3,140.0,19,38,9,9,140.0,0,0,23,0,12.4,0.5,1.79,Dropout
602,1,122.0,19,38,5,7,119.6,0,0,21,0,10.8,1.4,1.74,Dropout
603,40,170.0,1,1,9,4,170.0,0,0,24,0,16.2,0.3,-0.92,Graduate
604,1,120.0,1,1,4,4,150.5,0,0,27,0,15.5,2.8,-4.06,Graduate
